Year,Month,Month-number,Data_Item,Value,Units
1986,March,3,Pork farm to retail price spread,98.511774,Cents per pound of retail equivalent
1986,April,4,Pork farm to retail price spread,95.594487,Cents per pound of retail equivalent
1986,May,5,Pork farm to retail price spread,81.8800158,Cents per pound of retail equivalent
1986,June,6,Pork farm to retail price spread,70.8751704,Cents per pound of retail equivalent
1986,July,7,Pork farm to retail price spread,79.159374,Cents per pound of retail equivalent
1986,August,8,Pork farm to retail price spread,81.6971556,Cents per pound of retail equivalent
1986,September,9,Pork farm to retail price spread,93.3174648,Cents per pound of retail equivalent
1986,October,10,Pork farm to retail price spread,104.4572892,Cents per pound of retail equivalent
1986,November,11,Pork farm to retail price spread,102.6547504,Cents per pound of retail equivalent
1986,December,12,Pork farm to retail price spread,106.8769512,Cents per pound of retail equivalent
1987,January,1,Pork farm to retail price spread,110.1200842,Cents per pound of retail equivalent
1987,February,2,Pork farm to retail price spread,105.042325,Cents per pound of retail equivalent
1987,March,3,Pork farm to retail price spread,101.574466,Cents per pound of retail equivalent
1987,April,4,Pork farm to retail price spread,92.2282304,Cents per pound of retail equivalent
1987,May,5,Pork farm to retail price spread,89.5963564,Cents per pound of retail equivalent
1987,June,6,Pork farm to retail price spread,83.2783092,Cents per pound of retail equivalent
1987,July,7,Pork farm to retail price spread,88.8577076,Cents per pound of retail equivalent
1987,August,8,Pork farm to retail price spread,93.9818326,Cents per pound of retail equivalent
1987,September,9,Pork farm to retail price spread,105.2499684,Cents per pound of retail equivalent
1987,October,10,Pork farm to retail price spread,114.3248276,Cents per pound of retail equivalent
1987,November,11,Pork farm to retail price spread,123.9267932,Cents per pound of retail equivalent
1987,December,12,Pork farm to retail price spread,118.7073408,Cents per pound of retail equivalent
1988,January,1,Pork farm to retail price spread,112.3915332,Cents per pound of retail equivalent
1988,February,2,Pork farm to retail price spread,105.0795464,Cents per pound of retail equivalent
1988,March,3,Pork farm to retail price spread,113.472851,Cents per pound of retail equivalent
1988,April,4,Pork farm to retail price spread,114.5710858,Cents per pound of retail equivalent
1988,May,5,Pork farm to retail price spread,104.9705386,Cents per pound of retail equivalent
1988,June,6,Pork farm to retail price spread,108.5770774,Cents per pound of retail equivalent
1988,July,7,Pork farm to retail price spread,112.9572616,Cents per pound of retail equivalent
1988,August,8,Pork farm to retail price spread,110.071317,Cents per pound of retail equivalent
1988,September,9,Pork farm to retail price spread,119.2112196,Cents per pound of retail equivalent
1988,October,10,Pork farm to retail price spread,119.0400488,Cents per pound of retail equivalent
1988,November,11,Pork farm to retail price spread,119.9500014,Cents per pound of retail equivalent
1988,December,12,Pork farm to retail price spread,110.1744636,Cents per pound of retail equivalent
1989,January,1,Pork farm to retail price spread,113.328548,Cents per pound of retail equivalent
1989,February,2,Pork farm to retail price spread,113.0644512,Cents per pound of retail equivalent
1989,March,3,Pork farm to retail price spread,115.7619192,Cents per pound of retail equivalent
1989,April,4,Pork farm to retail price spread,120.5941402,Cents per pound of retail equivalent
1989,May,5,Pork farm to retail price spread,107.0757852,Cents per pound of retail equivalent
1989,June,6,Pork farm to retail price spread,102.5670952,Cents per pound of retail equivalent
1989,July,7,Pork farm to retail price spread,105.142606,Cents per pound of retail equivalent
1989,August,8,Pork farm to retail price spread,107.6611594,Cents per pound of retail equivalent
1989,September,9,Pork farm to retail price spread,112.5528146,Cents per pound of retail equivalent
1989,October,10,Pork farm to retail price spread,107.7974666,Cents per pound of retail equivalent
1989,November,11,Pork farm to retail price spread,114.6824336,Cents per pound of retail equivalent
1989,December,12,Pork farm to retail price spread,109.0053928,Cents per pound of retail equivalent
1990,January,1,Pork farm to retail price spread,116.5512826,Cents per pound of retail equivalent
1990,February,2,Pork farm to retail price spread,115.877083,Cents per pound of retail equivalent
1990,March,3,Pork farm to retail price spread,110.6292402,Cents per pound of retail equivalent
1990,April,4,Pork farm to retail price spread,111.4788768,Cents per pound of retail equivalent
1990,May,5,Pork farm to retail price spread,101.3447034,Cents per pound of retail equivalent
1990,June,6,Pork farm to retail price spread,116.9660476,Cents per pound of retail equivalent
1990,July,7,Pork farm to retail price spread,118.6689314,Cents per pound of retail equivalent
1990,August,8,Pork farm to retail price spread,131.8310988,Cents per pound of retail equivalent
1990,September,9,Pork farm to retail price spread,130.310157,Cents per pound of retail equivalent
1990,October,10,Pork farm to retail price spread,129.1486682,Cents per pound of retail equivalent
1990,November,11,Pork farm to retail price spread,142.9325384,Cents per pound of retail equivalent
1990,December,12,Pork farm to retail price spread,145.4805406,Cents per pound of retail equivalent
1991,January,1,Pork farm to retail price spread,133.051874,Cents per pound of retail equivalent
1991,February,2,Pork farm to retail price spread,130.4994112,Cents per pound of retail equivalent
1991,March,3,Pork farm to retail price spread,129.234376,Cents per pound of retail equivalent
1991,April,4,Pork farm to retail price spread,128.392631,Cents per pound of retail equivalent
1991,May,5,Pork farm to retail price spread,123.1712524,Cents per pound of retail equivalent
1991,June,6,Pork farm to retail price spread,124.0909902,Cents per pound of retail equivalent
1991,July,7,Pork farm to retail price spread,125.9839922,Cents per pound of retail equivalent
1991,August,8,Pork farm to retail price spread,131.4019186,Cents per pound of retail equivalent
1991,September,9,Pork farm to retail price spread,136.5599242,Cents per pound of retail equivalent
1991,October,10,Pork farm to retail price spread,138.3172924,Cents per pound of retail equivalent
1991,November,11,Pork farm to retail price spread,145.9035966,Cents per pound of retail equivalent
1991,December,12,Pork farm to retail price spread,139.7562162,Cents per pound of retail equivalent
1992,January,1,Pork farm to retail price spread,140.7686568,Cents per pound of retail equivalent
1992,February,2,Pork farm to retail price spread,135.2839124,Cents per pound of retail equivalent
1992,March,3,Pork farm to retail price spread,136.5033882,Cents per pound of retail equivalent
1992,April,4,Pork farm to retail price spread,127.6080268,Cents per pound of retail equivalent
1992,May,5,Pork farm to retail price spread,121.7417932,Cents per pound of retail equivalent
1992,June,6,Pork farm to retail price spread,119.2414096,Cents per pound of retail equivalent
1992,July,7,Pork farm to retail price spread,127.5050746,Cents per pound of retail equivalent
1992,August,8,Pork farm to retail price spread,127.9868736,Cents per pound of retail equivalent
1992,September,9,Pork farm to retail price spread,132.0852376,Cents per pound of retail equivalent
1992,October,10,Pork farm to retail price spread,131.1010832,Cents per pound of retail equivalent
1992,November,11,Pork farm to retail price spread,130.2926356,Cents per pound of retail equivalent
1992,December,12,Pork farm to retail price spread,129.4380454,Cents per pound of retail equivalent
1993,January,1,Pork farm to retail price spread,129.8140444,Cents per pound of retail equivalent
1993,February,2,Pork farm to retail price spread,122.0846752,Cents per pound of retail equivalent
1993,March,3,Pork farm to retail price spread,117.5599936,Cents per pound of retail equivalent
1993,April,4,Pork farm to retail price spread,118.0253834,Cents per pound of retail equivalent
1993,May,5,Pork farm to retail price spread,118.1200086,Cents per pound of retail equivalent
1993,June,6,Pork farm to retail price spread,117.5371976,Cents per pound of retail equivalent
1993,July,7,Pork farm to retail price spread,125.4456144,Cents per pound of retail equivalent
1993,August,8,Pork farm to retail price spread,119.9440432,Cents per pound of retail equivalent
1993,September,9,Pork farm to retail price spread,122.8735634,Cents per pound of retail equivalent
1993,October,10,Pork farm to retail price spread,124.80792,Cents per pound of retail equivalent
1993,November,11,Pork farm to retail price spread,133.7279422,Cents per pound of retail equivalent
1993,December,12,Pork farm to retail price spread,137.5116062,Cents per pound of retail equivalent
1994,January,1,Pork farm to retail price spread,131.0917732,Cents per pound of retail equivalent
1994,February,2,Pork farm to retail price spread,121.5702484,Cents per pound of retail equivalent
1994,March,3,Pork farm to retail price spread,130.6063348,Cents per pound of retail equivalent
1994,April,4,Pork farm to retail price spread,130.8479956,Cents per pound of retail equivalent
1994,May,5,Pork farm to retail price spread,131.1874894,Cents per pound of retail equivalent
1994,June,6,Pork farm to retail price spread,130.8682246,Cents per pound of retail equivalent
1994,July,7,Pork farm to retail price spread,132.9108868,Cents per pound of retail equivalent
1994,August,8,Pork farm to retail price spread,132.3689086,Cents per pound of retail equivalent
1994,September,9,Pork farm to retail price spread,143.0641554,Cents per pound of retail equivalent
1994,October,10,Pork farm to retail price spread,149.1381692,Cents per pound of retail equivalent
1994,November,11,Pork farm to retail price spread,154.5379546,Cents per pound of retail equivalent
1994,December,12,Pork farm to retail price spread,139.7062008,Cents per pound of retail equivalent
1995,January,1,Pork farm to retail price spread,133.153207,Cents per pound of retail equivalent
1995,February,2,Pork farm to retail price spread,128.0874866,Cents per pound of retail equivalent
1995,March,3,Pork farm to retail price spread,134.5388852,Cents per pound of retail equivalent
1995,April,4,Pork farm to retail price spread,135.1038538,Cents per pound of retail equivalent
1995,May,5,Pork farm to retail price spread,132.3374184,Cents per pound of retail equivalent
1995,June,6,Pork farm to retail price spread,119.0878152,Cents per pound of retail equivalent
1995,July,7,Pork farm to retail price spread,114.7924858,Cents per pound of retail equivalent
1995,August,8,Pork farm to retail price spread,116.743698,Cents per pound of retail equivalent
1995,September,9,Pork farm to retail price spread,119.3109898,Cents per pound of retail equivalent
1995,October,10,Pork farm to retail price spread,129.3071818,Cents per pound of retail equivalent
1995,November,11,Pork farm to retail price spread,138.6210306,Cents per pound of retail equivalent
